,total_of_www,longest_word_path,phish_hints,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,domain_age,web_traffic,google_index,page_rank
5987,1,13,0,76,0.210526316,0.7894736840000001,7915,2460,0,6
5988,1,0,0,1905,0.961154856,0.038845144,4541,461428,0,3
5989,1,3,0,7,0.857142857,0.142857143,245,0,0,1
5990,0,8,0,9,1.0,0.0,1723,9579282,1,2
5991,0,6,0,8,0.125,0.875,2139,309382,1,7
5992,1,0,0,11,0.545454545,0.454545455,3071,138987,0,4
5993,1,7,0,91,0.791208791,0.2087912089999999,6622,181216,1,4
5994,0,64,2,164,0.329268293,0.6707317070000001,5669,0,1,0
5995,0,7,0,65,0.2615384619999999,0.7384615379999999,334,0,1,2
5996,1,5,0,571,0.99474606,0.00525394,4182,177684,1,2
5997,0,0,0,29,0.2068965519999999,0.793103448,7297,613996,0,5
5998,0,15,0,25,0.52,0.48,7491,63,0,10
5999,1,11,0,118,0.762711864,0.237288136,9174,623,0,7
6000,1,8,0,38,0.5,0.5,4093,52436,0,4
6001,0,0,1,47,0.0,1.0,1950,341948,1,1
6002,0,8,0,3,1.0,0.0,11,0,1,0
6003,1,0,0,65,0.876923077,0.123076923,7767,7218488,0,4
6004,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6005,0,10,0,184,0.831521739,0.168478261,9395,16,0,9
6006,0,7,2,21,0.19047619,0.80952381,5615,0,1,5
6007,0,0,0,0,0.0,0.0,295,0,1,0
6008,0,8,0,109,0.871559633,0.128440367,4825,128305,0,5
6009,1,0,0,28,0.75,0.25,2598,0,0,4
6010,1,0,0,88,0.852272727,0.147727273,1549,5580350,0,2
6011,1,17,0,82,1.0,0.0,4329,0,1,2
6012,0,9,1,155,0.941935484,0.058064516,3140,0,1,3
6013,0,6,0,87,0.988505747,0.011494253,7966,0,1,1
6014,1,8,0,112,0.6785714290000001,0.321428571,5622,49888,1,5
6015,0,0,0,123,0.268292683,0.731707317,7297,0,0,5
6016,1,0,0,169,0.514792899,0.485207101,1699,3985261,0,2
6017,1,32,0,0,0.0,0.0,5850,0,1,0
6018,1,0,0,160,0.9125,0.0875,8212,2216,0,7
6019,0,6,0,427,0.943793911,0.056206089,7131,12,0,7
6020,0,13,2,1,0.0,1.0,8348,1,1,10
6021,0,39,1,21,0.80952381,0.19047619,177,0,1,0
6022,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6023,0,10,0,113,0.902654867,0.097345133,3225,748763,1,3
6024,0,17,0,4,1.0,0.0,4003,5828815,1,0
6025,1,12,0,173,0.421965318,0.5780346820000001,3167,3345571,0,2
6026,0,8,0,23,1.0,0.0,2315,0,1,0
6027,0,17,0,51,1.0,0.0,3992,5697976,1,0
6028,0,32,0,37,0.0,1.0,1669,1961063,1,0
6029,0,0,0,22,1.0,0.0,5720,559318,0,4
6030,0,3,0,16,0.5,0.5,1735,2262517,1,2
6031,0,17,0,51,1.0,0.0,3993,5707171,1,0
6032,1,0,0,71,0.492957746,0.507042254,8463,303877,0,4
6033,1,11,0,51,0.5490196079999999,0.450980392,2879,136805,0,4
6034,1,5,0,0,0.0,0.0,1750,0,1,1
6035,1,9,1,208,0.9375,0.0625,3964,10203,1,6
6036,0,4,0,21,0.19047619,0.80952381,5616,0,1,5
6037,1,0,0,36,0.361111111,0.638888889,7440,0,0,3
6038,1,0,0,22,0.636363636,0.363636364,8220,970759,0,3
6039,1,3,1,45,0.6,0.4,2114,10213721,1,1
6040,1,13,0,42,0.428571429,0.571428571,3930,1051803,0,3
6041,0,8,0,24,1.0,0.0,2350,0,1,2
6042,1,0,0,288,0.78125,0.21875,4875,7896,0,4
6043,0,5,1,33,0.424242424,0.575757576,1546,4669,1,2
6044,0,0,1,52,0.980769231,0.0192307689999999,5243,0,1,7
6045,1,32,3,57,1.0,0.0,254,0,1,0
6046,0,13,0,154,0.948051948,0.051948052,2101,124276,0,0
6047,1,17,0,51,1.0,0.0,3993,5707171,1,0
6048,0,0,0,15,0.0,1.0,7295,0,1,5
6049,1,0,0,214,0.831775701,0.168224299,9093,1490270,0,4
6050,1,10,0,101,0.821782178,0.178217822,9170,603,0,7
6051,1,11,0,883,0.973952435,0.026047565,7211,38097,1,4
6052,0,9,0,820,0.947560976,0.052439024,7132,12,0,7
6053,0,8,6,58,1.0,0.0,4493,0,1,0
6054,1,3,0,0,0.0,0.0,5755,0,1,2
6055,1,11,2,86,0.5,0.5,1048,0,1,0
6056,0,75,2,3,0.666666667,0.333333333,5521,0,1,0
6057,1,2,0,614,0.988599349,0.011400651,8697,2805305,0,3
6058,1,7,1,69,0.608695652,0.3913043479999999,8569,22658,1,5
6059,1,4,0,6,0.333333333,0.666666667,4723,2209903,1,3
6060,1,11,0,16,1.0,0.0,3083,0,1,0
6061,0,0,0,139,0.964028777,0.035971223,1483,55739,1,2
6062,0,4,0,4,1.0,0.0,285,0,1,0
6063,1,0,0,78,0.897435897,0.102564103,4910,10530414,0,4
6064,1,0,0,37,0.756756757,0.243243243,4389,1168751,0,4
6065,0,5,0,0,0.0,0.0,5627,0,1,5
6066,1,10,0,190,0.6315789470000001,0.3684210529999999,6900,11507,1,5
6067,0,43,0,9,0.0,1.0,7764,32,0,5
6068,1,0,0,71,0.830985915,0.169014085,8704,2401049,0,3
6069,0,7,2,0,0.0,0.0,1252,0,1,0
6070,1,0,0,557,0.903052065,0.096947935,1825,2867682,0,2
6071,0,10,0,66,0.848484848,0.151515152,4924,247167,0,4
6072,0,4,0,0,0.0,0.0,4633,8237707,1,0
6073,1,0,0,71,0.7464788729999999,0.253521127,1482,7412149,0,2
6074,0,13,0,0,0.0,0.0,667,0,1,0
6075,0,7,0,6,1.0,0.0,1975,0,1,0
6076,0,8,0,18,0.5555555560000001,0.444444444,5627,0,1,5
6077,0,9,1,7,0.857142857,0.142857143,302,83261,1,3
6078,0,10,0,8,0.375,0.625,1825,0,1,0
6079,0,2,0,0,0.0,0.0,3152,0,1,0
6080,1,0,0,18,0.7777777779999999,0.222222222,1931,3635818,0,3
6081,0,64,2,6,0.833333333,0.166666667,1556,0,1,0
6082,1,0,0,240,0.504166667,0.495833333,1737,291674,0,1
6083,1,15,0,55,0.563636364,0.436363636,8518,8,0,10
6084,1,0,0,100,0.95,0.05,2095,729629,0,4
6085,1,8,0,0,0.0,0.0,8777,2482377,0,2
6086,1,32,0,88,0.897727273,0.102272727,152,5008870,1,0
6087,1,0,0,5,0.8,0.2,1509,689668,0,3
6088,0,5,1,11,0.0,1.0,256,0,0,0
6089,0,43,0,19,0.736842105,0.263157895,8018,0,1,4
6090,0,6,0,39,0.128205128,0.871794872,2079,3621446,0,4
6091,1,4,0,65,0.876923077,0.123076923,8896,216550,0,4
6092,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6093,1,29,0,102,0.382352941,0.6176470589999999,8520,8,0,10
6094,0,10,0,193,0.906735751,0.093264249,7134,13,0,7
6095,1,7,2,0,0.0,0.0,6006,0,1,2
6096,0,6,0,0,0.0,0.0,2397,7613314,1,1
6097,0,5,1,12,0.916666667,0.083333333,1256,0,1,3
6098,1,106,2,13,0.846153846,0.153846154,1328,0,0,0
6099,0,17,0,51,1.0,0.0,3993,5707171,1,0
6100,0,17,0,51,1.0,0.0,3993,5707171,1,0
6101,1,8,0,100,0.53,0.47,3213,395589,0,5
6102,0,17,0,51,1.0,0.0,3993,5707171,1,0
6103,0,12,0,533,0.943714822,0.056285178,7131,12,0,7
6104,0,20,3,63,0.142857143,0.857142857,2887,0,1,1
6105,1,6,0,46,0.97826087,0.02173913,7780,6206,0,5
6106,1,14,0,0,0.0,0.0,5803,0,1,2
6107,0,5,1,7,0.857142857,0.142857143,605,0,1,1
6108,0,3,0,0,0.0,0.0,5495,0,1,0
6109,1,13,0,143,0.895104895,0.104895105,7840,3993,0,5
6110,1,7,0,109,0.798165138,0.201834862,7466,167663,0,4
6111,0,6,0,5,0.2,0.8,1101,4440,1,6
6112,1,10,0,88,0.954545455,0.045454545,4027,0,0,3
6113,0,22,1,1,0.0,1.0,8347,1,1,10
6114,1,7,0,53,0.660377358,0.339622642,5011,33165,1,4
6115,1,7,0,76,0.894736842,0.105263158,8047,2603,0,6
6116,1,16,3,53,0.698113208,0.301886792,1681,0,1,0
6117,0,13,0,136,0.639705882,0.360294118,7615,2188,1,5
6118,0,0,0,115,0.556521739,0.443478261,7448,0,0,8
6119,0,0,0,128,0.7578125,0.2421875,5903,0,0,4
6120,0,8,0,62,0.7419354840000001,0.258064516,11048,546,0,6
6121,1,0,0,165,0.836363636,0.163636364,2437,1328127,0,4
6122,0,8,1,6,0.5,0.5,5228,0,1,2
6123,0,0,0,0,0.0,0.0,5613,0,0,5
6124,1,7,0,81,0.987654321,0.0123456789999999,8539,29422,0,5
6125,1,12,0,28,0.928571429,0.071428571,3104,545173,0,3
6126,0,17,0,51,1.0,0.0,3993,5707171,1,0
6127,0,7,0,94,0.946808511,0.053191489,7534,757720,0,5
6128,1,12,0,65,0.6,0.4,4843,5881,0,5
6129,0,10,1,42,0.904761905,0.095238095,12710,1110,0,6
6130,0,7,0,0,0.0,0.0,554,0,1,0
6131,1,4,0,8,1.0,0.0,7006,0,0,1
6132,0,5,4,28,1.0,0.0,4004,0,1,2
6133,0,9,0,174,0.718390805,0.281609195,4057,98,0,5
6134,0,0,0,6,0.0,1.0,7299,0,0,5
6135,1,10,0,14,0.642857143,0.357142857,8269,2249603,0,4
6136,1,4,0,14,0.428571429,0.571428571,6471,73,0,10
6137,1,6,0,0,0.0,0.0,372,10480281,1,0
6138,1,14,0,0,0.0,0.0,9039,100011,1,4
6139,1,5,0,147,0.911564626,0.088435374,4429,117153,0,5
6140,1,5,1,0,0.0,0.0,7,0,1,0
6141,0,3,0,14,0.071428571,0.928571429,1546,4669,1,2
6142,1,0,0,23,0.6521739129999999,0.347826087,8153,0,0,3
6143,1,0,0,20,0.65,0.35,8886,160130,0,5
6144,1,8,0,182,0.357142857,0.642857143,298,0,1,3
6145,0,10,0,107,0.7570093459999999,0.2429906539999999,1302,0,1,0
6146,0,10,1,1,1.0,0.0,4757,0,1,0
6147,0,9,0,175,0.8342857140000001,0.165714286,9221,0,1,4
6148,0,12,4,16,0.4375,0.5625,2616,0,1,0
6149,0,25,0,86,0.755813953,0.244186047,3433,0,1,0
6150,1,0,0,33,0.818181818,0.181818182,5034,1372473,0,3
6151,0,14,2,1,0.0,1.0,8348,1,1,10
6152,0,7,0,50,0.88,0.12,7521,306900,0,5
6153,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
6154,0,17,0,51,1.0,0.0,3993,5707171,1,0
6155,1,6,0,1,1.0,0.0,8944,165781,0,5
6156,0,492,2,3,1.0,0.0,2694,2182328,0,4
6157,1,0,0,55,0.909090909,0.090909091,8822,1118419,0,4
6158,0,64,1,12,0.333333333,0.666666667,6590,30,1,4
6159,1,0,0,101,0.811881188,0.188118812,3706,2945433,0,3
6160,1,0,0,604,0.986754967,0.013245033,4687,0,0,2
6161,1,0,0,38,0.763157895,0.236842105,6197,288102,0,3
6162,1,9,0,202,0.747524752,0.252475248,9131,15561,1,6
6163,0,9,0,292,0.633561644,0.366438356,6221,6192,0,5
6164,0,0,0,21,0.428571429,0.571428571,1654,4127669,0,3
6165,0,5,0,4,1.0,0.0,1834,0,1,0
6166,1,6,0,162,0.925925926,0.074074074,8698,25707,0,5
6167,1,8,3,24,1.0,0.0,3821,0,1,1
6168,0,7,0,16,0.875,0.125,6346,0,1,3
6169,1,9,1,99,0.7777777779999999,0.222222222,8543,28261,0,5
6170,0,4,0,385,0.937662338,0.062337662,7134,12,1,7
6171,0,10,0,79,0.594936709,0.405063291,7615,2190,0,5
6172,1,6,0,44,0.8863636359999999,0.113636364,3189,5346311,0,3
6173,1,7,0,119,0.957983193,0.042016807,8836,400693,0,5
6174,0,15,0,51,1.0,0.0,3993,5707171,1,0
6175,1,0,0,141,0.8794326240000001,0.1205673759999999,1340,1624160,0,2
6176,1,11,0,0,0.0,0.0,8658,3292354,0,4
6177,0,41,1,30,0.333333333,0.666666667,8347,1,1,10
6178,0,7,0,0,0.0,0.0,7042,17045,0,6
6179,1,0,0,9,1.0,0.0,867,0,0,0
6180,1,5,0,29,1.0,0.0,3910,0,1,1
6181,0,16,0,217,1.0,0.0,8991,236,0,8
6182,1,0,0,1,0.0,1.0,4517,1499409,0,3
6183,1,7,0,4,1.0,0.0,5643,0,1,1
6184,0,5,0,19,0.894736842,0.105263158,1132,3806966,0,3
6185,1,43,1,4,0.0,1.0,870,0,1,0
6186,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6187,1,0,0,13,0.692307692,0.307692308,85,7809609,0,0
6188,1,9,0,62,1.0,0.0,5891,35,0,10
6189,0,7,3,21,0.19047619,0.80952381,5616,0,1,5
6190,0,0,0,1,0.0,1.0,7086,18263,1,3
6191,1,10,3,587,0.969335605,0.030664395,778,7054782,1,2
6192,0,0,1,41,0.975609756,0.024390244,5230,0,1,7
6193,0,6,0,11,1.0,0.0,6856,988416,1,1
6194,0,4,0,21,0.19047619,0.80952381,5616,0,1,5
6195,1,9,2,33,0.2424242419999999,0.757575758,3388,0,1,2
6196,1,8,0,42,0.380952381,0.6190476189999999,6444,448374,0,4
6197,0,0,2,15,0.0,1.0,539,2368593,1,0
6198,0,9,0,21,0.19047619,0.80952381,5616,0,1,5
6199,1,13,5,6,0.333333333,0.666666667,4608,0,1,3
6200,0,8,0,2,0.5,0.5,2347,242805,1,2
6201,1,11,1,42,0.595238095,0.404761905,5640,2,0,10
6202,0,8,0,200,0.96,0.04,7134,12,0,7
6203,1,0,0,28,0.25,0.75,7056,2078843,1,1
6204,0,25,0,7,0.0,1.0,8019,0,1,4
6205,0,0,0,116,0.913793103,0.0862068969999999,8236,263590,0,2
6206,1,0,0,81,0.913580247,0.086419753,1890,25136,0,3
6207,0,10,0,0,0.0,0.0,1953,4365,1,3
6208,1,0,0,98,0.653061224,0.346938776,3744,3114343,0,2
6209,0,0,0,103,0.932038835,0.067961165,7055,2779826,1,0
6210,0,10,1,121,0.595041322,0.4049586779999999,687,0,1,0
6211,0,10,0,34,1.0,0.0,3259,0,1,2
6212,0,67,0,19,0.6315789470000001,0.3684210529999999,5612,0,1,5
6213,1,0,0,51,0.862745098,0.1372549019999999,1527,775330,0,2
6214,0,32,0,31,0.032258065,0.967741935,1016,1211946,1,2
6215,0,0,0,21,0.476190476,0.523809524,2838,0,1,2
6216,0,5,0,239,0.832635983,0.167364017,2345,237648,1,2
6217,0,8,0,86,1.0,0.0,7026,150495,0,5
6218,1,6,0,35,0.514285714,0.485714286,3057,71053,1,5
6219,1,0,0,52,0.442307692,0.557692308,2241,4289979,0,3
6220,1,12,0,94,0.234042553,0.765957447,6318,33179,0,4
6221,0,32,0,12,0.916666667,0.083333333,2982,5510911,1,2
6222,0,0,0,9,0.5555555560000001,0.444444444,1127,0,0,3
6223,0,8,0,76,0.552631579,0.447368421,1573,239536,1,4
6224,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
6225,1,12,0,79,0.7848101270000001,0.215189873,6133,28448,0,5
6226,0,13,0,13,0.7692307690000001,0.230769231,194,0,1,0
6227,0,11,0,60,0.95,0.05,3231,423762,0,5
6228,0,5,0,43,1.0,0.0,9874,49465,1,5
6229,1,16,5,0,0.0,0.0,8347,1,1,10
6230,1,12,0,32,0.0,1.0,6897,293139,0,5
6231,0,28,1,10,0.0,1.0,8348,1,1,10
6232,0,9,0,185,0.8810810809999999,0.118918919,3139,0,1,3
6233,0,383,1,7,0.571428571,0.428571429,4011,2070798,1,3
6234,0,0,0,148,0.243243243,0.756756757,7296,0,0,5
6235,1,7,0,62,0.983870968,0.0161290319999999,707,0,1,1
6236,1,4,0,129,0.565891473,0.434108527,6495,7361,0,5
6237,1,10,0,43,0.674418605,0.325581395,3163,1323034,0,4
6238,0,0,0,1,1.0,0.0,5010,0,1,1
6239,0,14,2,29,0.482758621,0.517241379,8348,1,0,10
6240,1,0,0,106,0.886792453,0.1132075469999999,8702,128384,0,4
6241,0,136,0,23,0.3913043479999999,0.608695652,7154,0,1,3
6242,0,11,0,0,0.0,0.0,7448,385,0,8
6243,0,10,0,89,0.573033708,0.426966292,7618,2192,0,5
6244,1,0,0,155,0.812903226,0.187096774,2917,68190,0,6
6245,1,8,1,155,0.870967742,0.129032258,5633,101301,0,4
6246,0,0,1,47,0.0,1.0,1950,341948,1,1
6247,0,5,3,19,1.0,0.0,685,0,1,0
6248,1,10,0,137,0.810218978,0.189781022,6681,12866,0,5
6249,0,7,0,97,0.8659793809999999,0.134020619,8348,1,0,10
6250,1,64,3,74,0.445945946,0.554054054,4097,0,1,3
6251,0,0,0,14,0.071428571,0.928571429,7295,10352326,1,5
6252,0,49,1,4,1.0,0.0,276,0,1,0
6253,1,8,0,26,0.884615385,0.115384615,4822,209887,1,4
6254,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6255,0,0,0,195,0.974358974,0.025641026,4005,294088,0,2
6256,0,72,1,12,0.666666667,0.333333333,736,0,1,2
6257,0,32,0,0,0.0,0.0,3984,0,1,0
6258,0,13,0,0,0.0,0.0,2361,0,1,2
6259,0,0,0,32,0.90625,0.09375,4923,0,0,3
6260,0,8,1,0,0.0,0.0,5021,578487,1,3
6261,0,6,0,417,0.913669065,0.086330935,4217,819732,1,5
6262,0,10,0,38,0.921052632,0.078947368,4823,212735,1,4
6263,0,22,0,14,0.642857143,0.357142857,462,2516334,0,2
6264,0,8,0,77,0.87012987,0.12987013,1716,1699634,0,2
6265,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6266,0,17,0,51,1.0,0.0,3993,5707171,1,0
6267,0,0,0,28,0.4642857139999999,0.535714286,1493,0,0,2
6268,0,0,0,125,0.584,0.416,7298,1236528,0,5
6269,0,10,0,34,1.0,0.0,3259,0,1,2
6270,1,0,0,110,0.9,0.1,50,7782791,0,3
6271,1,11,0,191,0.963350785,0.036649215,7900,60397,0,5
6272,0,17,0,0,0.0,0.0,2046,0,0,2
6273,0,6,0,33,0.151515152,0.848484848,7296,0,1,5
6274,1,0,0,126,0.8888888890000001,0.111111111,6092,0,0,3
6275,0,8,0,9,1.0,0.0,3325,0,1,0
6276,0,56,1,27,0.37037037,0.62962963,8346,1,1,10
6277,0,5,2,133,0.902255639,0.097744361,1899,507771,1,1
6278,1,12,0,28,0.5,0.5,5639,607506,0,5
6279,1,11,0,315,0.7015873020000001,0.298412698,7929,11068,0,5
6280,1,11,0,128,0.8671875,0.1328125,6339,119459,0,4
6281,0,12,0,0,0.0,0.0,3310,0,1,0
6282,0,7,0,31,0.032258065,0.967741935,1015,1196152,1,2
6283,0,17,0,4,1.0,0.0,4003,5816617,1,0
6284,0,12,0,114,0.6228070179999999,0.377192982,7677,179423,0,4
6285,0,5,0,8,1.0,0.0,1338,22211,1,6
6286,1,6,0,194,0.989690722,0.010309278,3862,37627,0,3
6287,1,0,0,19,1.0,0.0,6673,3022834,0,2
6288,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6289,1,8,0,2,0.0,1.0,4001,31358,1,5
6290,0,33,1,10,0.0,1.0,8348,1,1,10
6291,1,4,0,14,1.0,0.0,42,0,1,0
6292,0,17,0,51,1.0,0.0,3993,5707171,1,0
6293,0,17,0,4,1.0,0.0,1834,0,1,0
6294,0,8,0,825,0.932121212,0.067878788,7134,12,0,7
6295,1,0,0,4,1.0,0.0,4540,740545,0,4
6296,0,0,0,3,0.666666667,0.333333333,4823,761464,1,2
6297,1,0,0,70,0.828571429,0.171428571,3621,531663,0,3
6298,0,6,0,17,0.882352941,0.117647059,7473,0,1,4
6299,0,17,0,21,0.19047619,0.80952381,5626,0,1,5
6300,1,10,0,311,0.778135048,0.221864952,9186,317,0,5
6301,0,8,0,7,0.857142857,0.142857143,757,0,1,1
6302,1,14,0,38,0.894736842,0.105263158,6396,0,1,1
6303,0,0,0,27,0.7777777779999999,0.222222222,4484,262,1,4
6304,0,8,0,704,0.670454545,0.329545455,6337,291,0,5
6305,0,0,0,1,1.0,0.0,2301,22884,1,3
6306,0,5,0,8,1.0,0.0,1338,22211,1,6
6307,0,19,1,106,0.952830189,0.047169811,7300,24283,0,5
6308,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6309,1,17,0,166,0.15060241,0.84939759,7984,348,1,6
6310,0,7,0,17,0.941176471,0.058823529,8635,17805,0,5
6311,1,6,0,164,0.93902439,0.06097561,5887,184,0,6
6312,0,5,0,14,1.0,0.0,21,0,1,0
6313,0,9,0,47,0.936170213,0.063829787,3247,436389,0,4
6314,1,17,0,51,1.0,0.0,3993,5707171,1,0
6315,0,17,0,51,1.0,0.0,3993,5707171,1,0
6316,0,10,0,31,0.774193548,0.225806452,10673,23,1,8
6317,1,32,3,78,0.884615385,0.115384615,2047,0,1,0
6318,0,5,0,0,0.0,0.0,1093,0,1,0
6319,1,507,1,1,1.0,0.0,978,0,1,0
6320,1,11,1,62,0.870967742,0.129032258,1822,1917321,1,2
6321,0,17,0,51,1.0,0.0,3993,5707171,1,0
6322,1,17,0,51,1.0,0.0,3993,5707171,1,0
6323,0,26,3,53,0.962264151,0.037735849,6608,0,1,2
6324,0,32,3,64,0.390625,0.609375,3734,4969132,1,2
6325,1,11,0,17,0.0,1.0,7419,285,0,7
6326,1,7,0,18,0.7222222220000001,0.277777778,8686,190163,1,5
6327,0,0,0,14,0.071428571,0.928571429,7298,0,0,5
6328,1,12,0,502,0.918326693,0.081673307,8892,67860,1,4
6329,0,0,0,11,0.090909091,0.909090909,7296,0,1,5
6330,0,10,0,23,1.0,0.0,10674,23,1,8
6331,0,5,0,34,0.147058824,0.852941176,7297,0,1,5
6332,1,10,0,192,0.994791667,0.005208333,6842,74297,0,5
6333,0,9,0,339,0.483775811,0.516224189,3647,2175,0,5
6334,0,9,0,124,0.612903226,0.387096774,7446,0,0,8
6335,0,4,0,83,0.469879518,0.5301204820000001,5613,0,1,5
6336,0,8,0,375,0.914666667,0.085333333,7133,12,0,7
6337,1,7,0,9,0.666666667,0.333333333,5160,115,1,8
6338,0,5,0,0,0.0,0.0,3154,37405,1,7
6339,1,10,0,93,0.344086022,0.655913978,5751,3753,0,5
6340,0,5,0,37,1.0,0.0,1369,0,1,0
6341,0,0,0,3,1.0,0.0,189,0,1,2
6342,0,5,0,259,0.926640927,0.073359073,9803,72,0,8
6343,1,8,0,156,0.6794871790000001,0.320512821,5133,1315,0,7
6344,0,9,0,0,0.0,0.0,9239,13076,1,5
6345,0,17,0,51,1.0,0.0,3993,5707171,1,0
6346,0,15,0,51,1.0,0.0,3992,5697976,1,0
6347,1,487,2,0,0.0,0.0,3574,0,1,0
6348,0,8,1,27,1.0,0.0,5824,0,0,3
6349,1,0,0,132,0.909090909,0.090909091,7451,6629429,0,2
6350,0,11,0,1,1.0,0.0,6452,0,1,0
6351,0,7,0,432,0.884259259,0.115740741,7134,12,0,7
6352,0,7,0,0,0.0,0.0,3493,0,1,0
6353,1,10,0,262,0.980916031,0.019083969,7196,2202,0,5
6354,1,0,0,234,1.0,0.0,4103,35724,0,5
6355,1,9,0,55,0.418181818,0.581818182,8203,153673,1,6
6356,0,8,0,20,0.2,0.8,829,0,1,0
6357,1,0,0,12,0.833333333,0.166666667,1577,0,0,0
6358,0,16,0,8,0.875,0.125,12376,3063,1,6
6359,1,8,0,82,0.975609756,0.024390244,7081,56465,0,5
6360,0,17,0,51,1.0,0.0,3993,5707171,1,0
6361,0,17,0,51,1.0,0.0,3993,5707171,1,0
6362,0,0,0,5,0.0,1.0,5440,0,1,2
6363,0,6,0,613,0.89233279,0.10766721,7159,2320,0,3
6364,0,0,0,3,1.0,0.0,189,0,1,2
6365,1,0,0,32,0.84375,0.15625,4532,97339,0,2
6366,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
6367,0,10,0,798,0.788220551,0.2117794489999999,7133,12,0,7
6368,1,10,0,56,0.553571429,0.446428571,6261,524,0,7
6369,0,0,0,346,0.98265896,0.01734104,5461,1435312,0,3
6370,0,17,0,51,1.0,0.0,3993,5707171,1,0
6371,0,32,3,124,0.951612903,0.048387097,243,0,1,0
6372,0,31,0,7,0.0,1.0,8018,0,1,4
6373,0,5,1,0,0.0,0.0,3791,279260,1,3
6374,0,17,0,51,1.0,0.0,3992,5697976,1,0
6375,0,0,0,0,0.0,0.0,2837,0,1,2
6376,0,32,0,0,0.0,0.0,4941,0,1,0
6377,1,0,0,65,0.8,0.2,4394,5585999,0,2
6378,1,0,0,90,0.422222222,0.577777778,7701,157749,0,3
6379,0,0,0,103,0.7669902909999999,0.2330097089999999,537,0,1,0
6380,1,0,0,95,0.831578947,0.168421053,2963,390840,0,4
6381,1,7,0,144,0.986111111,0.013888889,3709,106159,0,2
6382,1,9,0,274,0.916058394,0.083941606,7410,2203,0,7
6383,0,5,0,15,0.8,0.2,50,0,1,0
6384,1,0,0,4,1.0,0.0,8492,1121373,0,4
6385,1,8,3,4,1.0,0.0,3437,0,1,0
6386,0,0,0,35,0.7428571429999999,0.257142857,7621,56198,0,6
6387,1,0,0,29,0.24137931,0.75862069,88,9498326,1,0
6388,1,8,0,2,1.0,0.0,6564,557365,0,5
6389,1,5,1,18,0.833333333,0.166666667,2767,0,1,1
6390,1,0,0,26,0.615384615,0.384615385,5022,2714532,0,3
6391,1,16,0,0,0.0,0.0,3478,26341,1,5
6392,0,0,1,16,0.1875,0.8125,7295,0,1,5
6393,0,7,0,269,0.92936803,0.07063197,9269,8474,0,7
6394,0,7,0,162,0.864197531,0.135802469,5484,1338,0,7
6395,0,13,0,0,0.0,0.0,6389,0,1,1
6396,1,0,0,250,0.7440000000000001,0.256,7747,9814,0,6
6397,1,8,3,192,0.229166667,0.770833333,2345,0,1,0
6398,0,6,0,191,0.890052356,0.109947644,7134,13,0,7
6399,0,11,3,6,1.0,0.0,7267,0,1,1
6400,1,0,0,96,0.708333333,0.291666667,4660,528300,0,4
6401,1,0,0,22,0.181818182,0.818181818,5627,0,1,5
6402,0,0,0,1,1.0,0.0,2202,533532,1,1
6403,1,12,0,115,0.686956522,0.313043478,2660,46690,0,5
6404,0,22,0,10,0.0,1.0,8348,1,1,10
6405,0,9,0,277,0.227436823,0.772563177,5444,0,1,2
6406,0,7,2,21,0.19047619,0.80952381,5616,0,1,5
6407,0,0,0,0,0.0,0.0,5627,0,1,5
6408,1,0,0,263,0.923954373,0.076045627,4363,490195,0,4
6409,0,0,0,20,0.75,0.25,5160,0,0,8
6410,1,10,0,266,0.759398496,0.240601504,7834,600,0,6
6411,0,5,0,22,0.954545455,0.045454545,3750,0,1,2
6412,1,7,0,195,0.994871795,0.005128205,7587,988,0,5
6413,1,6,0,15,0.666666667,0.333333333,5522,2866973,0,3
6414,0,0,0,20,0.45,0.55,2063,1592351,1,3
6415,1,0,0,32,0.75,0.25,2179,2521464,0,3
6416,0,7,0,153,0.8496732029999999,0.1503267969999999,8047,1577,0,5
6417,0,3,0,76,0.8684210529999999,0.131578947,5180,17109,0,6
6418,0,0,0,234,0.987179487,0.012820513,3820,0,0,1
6419,1,0,0,392,0.971938776,0.028061224,3360,9585,0,2
6420,1,5,0,436,0.392201835,0.607798165,6065,422,0,8
6421,1,0,0,288,0.975694444,0.024305556,4567,1857815,0,2
6422,1,10,0,177,0.8022598870000001,0.197740113,6613,127814,0,4
6423,0,7,2,0,0.0,0.0,7834,1264915,1,4
6424,0,11,2,1,0.0,1.0,8348,1,0,10
6425,1,10,3,22,0.954545455,0.045454545,287,0,1,0
6426,0,17,0,51,1.0,0.0,3992,5697976,1,0
6427,0,5,0,37,1.0,0.0,519,0,1,0
6428,1,13,0,7,1.0,0.0,3779,0,1,1
6429,0,17,0,4,1.0,0.0,4003,5816617,1,0
